if no, explain,1,if yes, explain,1,0.8
if no, explain,1,if yes, explain,1,0.8
if no, explain,1,if no, please explain:,4,0.636364
if yes, when,1,if yes, (mph),4,0.615385
10.,1,10.,2,1
10.,1,11.,2,0.666667
10.,1,12.,2,0.666667
10.,1,13.,2,0.666667
10.,1,14.,2,0.666667
10.,1,15.,2,0.666667
10.,1,16.,2,0.666667
10.,1,17.,2,0.666667
10.,1,18.,2,0.666667
10.,1,19.,2,0.666667
11.,1,11.,2,1
11.,1,10.,2,0.666667
11.,1,12.,2,0.666667
11.,1,13.,2,0.666667
11.,1,14.,2,0.666667
11.,1,15.,2,0.666667
11.,1,16.,2,0.666667
11.,1,17.,2,0.666667
11.,1,18.,2,0.666667
11.,1,19.,2,0.666667
12.,1,12.,2,1
12.,1,10.,2,0.666667
12.,1,11.,2,0.666667
12.,1,13.,2,0.666667
12.,1,14.,2,0.666667
12.,1,15.,2,0.666667
12.,1,16.,2,0.666667
12.,1,17.,2,0.666667
12.,1,18.,2,0.666667
12.,1,19.,2,0.666667
13.,1,13.,2,1
13.,1,10.,2,0.666667
13.,1,11.,2,0.666667
13.,1,12.,2,0.666667
13.,1,14.,2,0.666667
13.,1,15.,2,0.666667
13.,1,16.,2,0.666667
13.,1,17.,2,0.666667
13.,1,18.,2,0.666667
13.,1,19.,2,0.666667
14.,1,14.,2,1
14.,1,10.,2,0.666667
14.,1,11.,2,0.666667
14.,1,12.,2,0.666667
14.,1,13.,2,0.666667
14.,1,15.,2,0.666667
14.,1,16.,2,0.666667
14.,1,17.,2,0.666667
14.,1,18.,2,0.666667
14.,1,19.,2,0.666667
15.,1,15.,2,1
15.,1,10.,2,0.666667
15.,1,11.,2,0.666667
15.,1,12.,2,0.666667
15.,1,13.,2,0.666667
15.,1,14.,2,0.666667
15.,1,16.,2,0.666667
15.,1,17.,2,0.666667
15.,1,18.,2,0.666667
15.,1,19.,2,0.666667
16.,1,16.,2,1
16.,1,10.,2,0.666667
16.,1,11.,2,0.666667
16.,1,12.,2,0.666667
16.,1,13.,2,0.666667
16.,1,14.,2,0.666667
16.,1,15.,2,0.666667
16.,1,17.,2,0.666667
16.,1,18.,2,0.666667
16.,1,19.,2,0.666667
are trucks equipped with alarms,1,are vehicles equipped with dash cams,4,0.666667
no other,1,☐ other,1,0.666667
no other,1,☐ other,3,0.666667
17.,1,17.,2,1
17.,1,10.,2,0.666667
17.,1,11.,2,0.666667
17.,1,12.,2,0.666667
17.,1,13.,2,0.666667
17.,1,14.,2,0.666667
17.,1,15.,2,0.666667
17.,1,16.,2,0.666667
17.,1,18.,2,0.666667
17.,1,19.,2,0.666667
describe cargo hauled,1,describe procedure:,2,0.619048
18.,1,18.,2,1
18.,1,10.,2,0.666667
18.,1,11.,2,0.666667
18.,1,12.,2,0.666667
18.,1,13.,2,0.666667
18.,1,14.,2,0.666667
18.,1,15.,2,0.666667
18.,1,16.,2,0.666667
18.,1,17.,2,0.666667
18.,1,19.,2,0.666667
20.,2,20.,2,1
20.,2,10.,2,0.666667
20.,2,21.,2,0.666667
20.,2,22.,3,0.666667
20.,2,23.,3,0.666667
20.,2,24.,3,0.666667
20.,2,25.,3,0.666667
20.,2,26.,3,0.666667
20.,2,27.,3,0.666667
20.,2,28.,3,0.666667
are drivers ever allowed to take vehicles home at night,2,do you assign employees to take vehicles home at night,4,0.636364
21.,2,21.,2,1
21.,2,11.,2,0.666667
21.,2,20.,2,0.666667
21.,2,22.,3,0.666667
21.,2,23.,3,0.666667
21.,2,24.,3,0.666667
21.,2,25.,3,0.666667
21.,2,26.,3,0.666667
21.,2,27.,3,0.666667
21.,2,28.,3,0.666667
22.,2,22.,3,1
22.,2,12.,2,0.666667
22.,2,20.,2,0.666667
22.,2,21.,2,0.666667
22.,2,23.,3,0.666667
22.,2,24.,3,0.666667
22.,2,25.,3,0.666667
22.,2,26.,3,0.666667
22.,2,27.,3,0.666667
22.,2,28.,3,0.666667
23.,2,23.,3,1
23.,2,13.,2,0.666667
23.,2,20.,2,0.666667
23.,2,21.,2,0.666667
23.,2,22.,3,0.666667
23.,2,24.,3,0.666667
23.,2,25.,3,0.666667
23.,2,26.,3,0.666667
23.,2,27.,3,0.666667
23.,2,28.,3,0.666667
24.,2,24.,3,1
24.,2,14.,2,0.666667
24.,2,20.,2,0.666667
24.,2,21.,2,0.666667
24.,2,22.,3,0.666667
24.,2,23.,3,0.666667
24.,2,25.,3,0.666667
24.,2,26.,3,0.666667
24.,2,27.,3,0.666667
24.,2,28.,3,0.666667
25.,2,25.,3,1
25.,2,15.,2,0.666667
25.,2,20.,2,0.666667
25.,2,21.,2,0.666667
25.,2,22.,3,0.666667
25.,2,23.,3,0.666667
25.,2,24.,3,0.666667
25.,2,26.,3,0.666667
25.,2,27.,3,0.666667
25.,2,28.,3,0.666667
26.,2,26.,3,1
26.,2,16.,2,0.666667
26.,2,20.,2,0.666667
26.,2,21.,2,0.666667
26.,2,22.,3,0.666667
26.,2,23.,3,0.666667
26.,2,24.,3,0.666667
